year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",01-Feb,Individual,Craig C. Mello,19/10/1960,"New Haven, CT",United States of America,United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,USA
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",01-Feb,Organization,Grameen Bank,NA,NA,NA,NA,NA,NA,NA,NA,
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",01-Feb,Individual,Muhammad Yunus,28/06/1940,Chittagong,British India (Bangladesh),Bangladesh,Male,NA,NA,NA,BGD
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",01-Feb,Individual,George F. Smoot,20/02/1945,"Yukon, FL",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",01-Feb,Individual,John C. Mather,07/08/1946,"Roanoke, VA",United States of America,United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,USA
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",01-Jan,Individual,Gerhard Ertl,10/10/1936,Bad Cannstatt,Germany,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,DEU
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",01-Mar,Individual,Eric S. Maskin,12/12/1950,"New York, NY",United States of America,United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,USA
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",01-Mar,Individual,Leonid Hurwicz,21/08/1917,Moscow,Russia,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,RUS
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",01-Mar,Individual,Roger B. Myerson,29/03/1951,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",01-Jan,Individual,Doris Lessing,22/10/1919,Kermanshah,Persia (Iran),Iran,Female,NA,NA,NA,IRN
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",01-Mar,Individual,Mario R. Capecchi,06/10/1937,Verona,Italy,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,ITA
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",01-Mar,Individual,Oliver Smithies,23/06/1925,Halifax,United Kingdom,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,GBR
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",01-Mar,Individual,Sir Martin J. Evans,01/01/1941,Stroud,United Kingdom,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,GBR
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",01-Feb,Individual,Albert Arnold (Al) Gore Jr.,31/03/1948,"Washington, DC",United States of America,United States of America,Male,NA,NA,NA,USA
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",01-Feb,Organization,Intergovernmental Panel on Climate Change (IPCC),NA,NA,NA,NA,NA,NA,NA,NA,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",01-Feb,Individual,Albert Fert,07/03/1938,Carcassonne,France,France,Male,Université Paris-Saclay,Orsay,France,FRA
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",01-Feb,Individual,Peter Grünberg,18/05/1939,Plzen,Czechoslovakia (Czech Republic),Czech Republic,Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,CZE
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",01-Mar,Individual,Martin Chalfie,15/01/1947,"Chicago, IL",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America,USA
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",01-Mar,Individual,Osamu Shimomura,27/08/1928,Kyoto,Japan,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,JPN
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",01-Mar,Individual,Roger Y. Tsien,01/02/1952,"New York, NY",United States of America,United States of America,Male,University of California,"San Diego, CA",United States of America,USA
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",01-Jan,Individual,Paul Krugman,28/02/1953,"New York, NY",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",01-Jan,Individual,Jean-Marie Gustave Le Clézio,13/04/1940,Nice,France,France,Male,NA,NA,NA,FRA
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",01-Apr,Individual,Françoise Barré-Sinoussi,30/07/1947,Paris,France,France,Female,Institut Pasteur,Paris,France,FRA
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",01-Feb,Individual,Harald zur Hausen,11/03/1936,Gelsenkirchen,Germany,Germany,Male,German Cancer Research Center,Heidelberg,Germany,DEU
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",01-Apr,Individual,Luc Montagnier,18/08/1932,Chabris,France,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,FRA
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",01-Jan,Individual,Martti Ahtisaari,23/06/1937,Viipuri (Vyborg),Finland,Finland,Male,NA,NA,NA,FIN
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",01-Apr,Individual,Makoto Kobayashi,07/04/1944,Nagoya,Japan,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,JPN
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",01-Apr,Individual,Toshihide Maskawa,07/02/1940,Nagoya,Japan,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,JPN
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",01-Feb,Individual,Yoichiro Nambu,18/01/1921,Tokyo,Japan,Japan,Male,University of Chicago,"Chicago, IL",United States of America,JPN
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",01-Mar,Individual,Ada E. Yonath,22/06/1939,Jerusalem,British Mandate of Palestine (Israel),Israel,Female,Weizmann Institute of Science,Rehovot,Israel,ISR
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",01-Mar,Individual,Thomas A. Steitz,23/08/1940,"Milwaukee, WI",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",01-Mar,Individual,Venkatraman Ramakrishnan,02/07/1952,"Chidambaram, Tamil Nadu",India,India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,IND
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",01-Feb,Individual,Elinor Ostrom,07/08/1933,"Los Angeles, CA",United States of America,United States of America,Female,Indiana University,"Bloomington, IN",United States of America,USA
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",01-Feb,Individual,Oliver E. Williamson,27/09/1932,"Superior, WI",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",01-Jan,Individual,Herta Müller,17/08/1953,"Nitzkydorf, Banat",Romania,Romania,Female,NA,NA,NA,ROU
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",01-Mar,Individual,Carol W. Greider,15/04/1961,"San Diego, CA",United States of America,United States of America,Female,Johns Hopkins University,"Baltimore, MD",United States of America,USA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",01-Mar,Individual,Elizabeth H. Blackburn,26/11/1948,"Hobart, Tasmania",Australia,Australia,Female,University of California,"San Francisco, CA",United States of America,AUS
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",01-Mar,Individual,Jack W. Szostak,09/11/1952,London,United Kingdom,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,GBR
2009,Peace,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",01-Jan,Individual,Barack H. Obama,04/08/1961,"Honolulu, HI",United States of America,United States of America,Male,NA,NA,NA,USA
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",01-Feb,Individual,Charles Kuen Kao,04/11/1933,Shanghai,China,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,CHN
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",01-Apr,Individual,George E. Smith,10/05/1930,"White Plains, NY",United States of America,United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,USA
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",01-Apr,Individual,Willard S. Boyle,19/08/1924,"Amherst, NS",Canada,Canada,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,CAN
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",01-Mar,Individual,Akira Suzuki,12/09/1930,Mukawa,Japan,Japan,Male,Hokkaido University,Sapporo,Japan,JPN
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",01-Mar,Individual,Ei-ichi Negishi,14/07/1935,Changchun,China,China,Male,Purdue University,"West Lafayette, IN",United States of America,CHN
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",01-Mar,Individual,Richard F. Heck,15/08/1931,"Springfield, MA",United States of America,United States of America,Male,University of Delaware,NA,United States of America,USA
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",01-Mar,Individual,Christopher A. Pissarides,20/02/1948,Nicosia,Cyprus,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,CYP
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",01-Mar,Individual,Dale T. Mortensen,02/02/1939,"Enterprise, OR",United States of America,United States of America,Male,Northwestern University,"Evanston, IL",United States of America,USA
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",01-Mar,Individual,Peter A. Diamond,29/04/1940,"New York, NY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
2010,Literature,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",01-Jan,Individual,Mario Vargas Llosa,28/03/1936,Arequipa,Peru,Peru,Male,NA,NA,NA,PER
2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization""",01-Jan,Individual,Robert G. Edwards,27/09/1925,Batley,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
2010,Peace,The Nobel Peace Prize 2010,"""for his long and non-violent struggle for fundamental human rights in China""",01-Jan,Individual,Liu Xiaobo,28/12/1955,NA,China,China,Male,NA,NA,NA,CHN
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",01-Feb,Individual,Andre Geim,21/10/1958,Sochi,Russia,Russia,Male,University of Manchester,Manchester,United Kingdom,RUS
2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",01-Feb,Individual,Konstantin Novoselov,23/08/1974,Nizhny Tagil,Russia,Russia,Male,University of Manchester,Manchester,United Kingdom,RUS
2011,Chemistry,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals""",01-Jan,Individual,Dan Shechtman,24/01/1941,Tel Aviv,British Mandate of Palestine (Israel),Israel,Male,Technion - Israel Institute of Technology,Haifa,Israel,ISR
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",01-Feb,Individual,Christopher A. Sims,21/10/1942,"Washington, DC",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA
2011,Economics,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy""",01-Feb,Individual,Thomas J. Sargent,19/07/1943,"Pasadena, CA",United States of America,United States of America,Male,New York University,"New York, NY",United States of America,USA
2011,Literature,The Nobel Prize in Literature 2011,"""because, through his condensed, translucent images, he gives us fresh access to reality""",01-Jan,Individual,Tomas Tranströmer,15/04/1931,Stockholm,Sweden,Sweden,Male,NA,NA,NA,SWE
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",01-Apr,Individual,Bruce A. Beutler,29/12/1957,"Chicago, IL",United States of America,United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,USA
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity""",01-Apr,Individual,Jules A. Hoffmann,02/08/1941,Echternach,Luxembourg,Luxembourg,Male,University of Strasbourg,Strasbourg,France,LUX
2011,Medicine,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity""",01-Feb,Individual,Ralph M. Steinman,14/01/1943,Montreal,Canada,Canada,Male,Rockefeller University,"New York, NY",United States of America,CAN
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",01-Mar,Individual,Ellen Johnson Sirleaf,29/10/1938,Monrovia,Liberia,Liberia,Female,NA,NA,NA,LBR
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",01-Mar,Individual,Leymah Gbowee,01/02/1972,Monrovia,Liberia,Liberia,Female,NA,NA,NA,LBR
2011,Peace,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",01-Mar,Individual,Tawakkol Karman,07/02/1979,Ta'izz,Yemen,Yemen,Female,NA,NA,NA,YEM
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",01-Apr,Individual,Adam G. Riess,16/12/1969,"Washington, DC",United States of America,United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,USA
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",01-Apr,Individual,Brian P. Schmidt,24/02/1967,"Missoula, MT",United States of America,United States of America,Male,Australian National University,Weston Creek,Australia,USA
2011,Physics,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",01-Feb,Individual,Saul Perlmutter,22/09/1959,"Champaign-Urbana, IL",United States of America,United States of America,Male,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States of America,USA
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",01-Feb,Individual,Brian K. Kobilka,30/05/1955,"Little Falls, MN",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
2012,Chemistry,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors""",01-Feb,Individual,Robert J. Lefkowitz,15/04/1943,"New York, NY",United States of America,United States of America,Male,Howard Hughes Medical Institute,Chevy Chase,United States of America,USA
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",01-Feb,Individual,Alvin E. Roth,18/12/1951,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
2012,Economics,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design""",01-Feb,Individual,Lloyd S. Shapley,02/06/1923,"Cambridge, MA",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA
2012,Literature,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary""",01-Jan,Individual,Mo Yan,02/02/1955,Gaomi,China,China,Male,NA,NA,NA,CHN
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",01-Feb,Individual,Shinya Yamanaka,04/09/1962,Osaka,Japan,Japan,Male,Kyoto University,Kyoto,Japan,JPN
2012,Medicine,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",01-Feb,Individual,Sir John B. Gurdon,02/10/1933,Dippenhall,United Kingdom,United Kingdom,Male,Gurdon Institute,Cambridge,United Kingdom,GBR
2012,Peace,The Nobel Peace Prize 2012,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe""",01-Jan,Organization,European Union (EU),NA,NA,NA,NA,NA,NA,NA,NA,
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",01-Feb,Individual,David J. Wineland,24/02/1944,"Milwaukee, WI",United States of America,United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,USA
2012,Physics,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",01-Feb,Individual,Serge Haroche,11/09/1944,Casablanca,Morocco,Morocco,Male,Collège de France,Paris,France,MAR
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",01-Mar,Individual,Arieh Warshel,20/11/1940,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Israel,Male,University of Southern California,"Los Angeles, CA",United States of America,ISR
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",01-Mar,Individual,Martin Karplus,15/03/1930,Vienna,Austria,Austria,Male,Université de Strasbourg,Strasbourg,France,AUT
2013,Chemistry,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems""",01-Mar,Individual,Michael Levitt,09/05/1947,Pretoria,South Africa,South Africa,Male,Stanford University,"Stanford, CA",United States of America,ZAF
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",01-Mar,Individual,Eugene F. Fama,14/02/1939,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",01-Mar,Individual,Lars Peter Hansen,26/10/1952,"Urbana, IL",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
2013,Economics,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices""",01-Mar,Individual,Robert J. Shiller,29/03/1946,"Detroit, MI",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA
2013,Literature,The Nobel Prize in Literature 2013,"""master of the contemporary short story""",01-Jan,Individual,Alice Munro,10/07/1931,Wingham,Canada,Canada,Female,NA,NA,NA,CAN
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",01-Mar,Individual,James E. Rothman,03/11/1950,"Haverhill, MA",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",01-Mar,Individual,Randy W. Schekman,30/12/1948,"St. Paul, MN",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
2013,Medicine,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",01-Mar,Individual,Thomas C. Südhof,22/12/1955,Göttingen,Germany,Germany,Male,Stanford University,"Stanford, CA",United States of America,DEU
2013,Peace,The Nobel Peace Prize 2013,"""for its extensive efforts to eliminate chemical weapons""",01-Jan,Organization,Organisation for the Prohibition of Chemical Weapons (OPCW),NA,NA,NA,NA,NA,NA,NA,NA,
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",01-Feb,Individual,François Englert,06/11/1932,Etterbeek,Belgium,Belgium,Male,Université Libre de Bruxelles,Brussels,Belgium,BEL
2013,Physics,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",01-Feb,Individual,Peter W. Higgs,29/05/1929,Newcastle upon Tyne,United Kingdom,United Kingdom,Male,University of Edinburgh,Edinburgh,United Kingdom,GBR
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",01-Mar,Individual,Eric Betzig,13/01/1960,"Ann Arbor, MI",United States of America,United States of America,Male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States of America,USA
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",01-Mar,Individual,Stefan W. Hell,23/12/1962,Arad,Romania,Romania,Male,Max-Planck-Institut,Göttingen,Germany,ROU
2014,Chemistry,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy""",01-Mar,Individual,William E. Moerner,24/06/1953,"Pleasanton, CA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
2014,Economics,The Sveriges Riksbank Prize in Economic Sciences 2014,"""for his analysis of market power and regulation""",01-Jan,Individual,Jean Tirole,09/08/1953,Troyes,France,France,Male,Toulouse School of Economics (TSE),Toulouse,France,FRA
2014,Literature,The Nobel Prize in Literature 2014,"""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation""",01-Jan,Individual,Patrick Modiano,30/07/1945,Paris,France,France,Male,NA,NA,NA,FRA
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",01-Apr,Individual,Edvard I. Moser,27/04/1962,Ålesund,Norway,Norway,Male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,NOR
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",01-Feb,Individual,John O'Keefe,18/11/1939,"New York, NY",United States of America,United States of America,Male,University College London,London,United Kingdom,USA
2014,Medicine,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain""",01-Apr,Individual,May-Britt Moser,04/01/1963,Fosnavåg,Norway,Norway,Female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,NOR
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",01-Feb,Individual,Kailash Satyarthi,11/01/1954,Vidisha,India,India,Male,NA,NA,NA,IND
2014,Peace,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education""",01-Feb,Individual,Malala Yousafzai,12/07/1997,Mingora,Pakistan,Pakistan,Female,NA,NA,NA,PAK
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",01-Mar,Individual,Hiroshi Amano,11/09/1960,Hamamatsu,Japan,Japan,Male,Nagoya University,Nagoya,Japan,JPN
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",01-Mar,Individual,Isamu Akasaki,30/01/1929,Chiran,Japan,Japan,Male,Meijo University,Nagoya,Japan,JPN
2014,Physics,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",01-Mar,Individual,Shuji Nakamura,22/05/1954,Ikata,Japan,Japan,Male,University of California,"Santa Barbara, CA",United States of America,JPN
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",01-Mar,Individual,Aziz Sancar,08/09/1946,Savur,Turkey,Turkey,Male,University of North Carolina,"Chapel Hill, NC",United States of America,TUR
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",01-Mar,Individual,Paul Modrich,13/06/1946,"Raton, NM",United States of America,United States of America,Male,Howard Hughes Medical Institute,"Durham, NC",United States of America,USA
2015,Chemistry,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair""",01-Mar,Individual,Tomas Lindahl,28/01/1938,Stockholm,Sweden,Sweden,Male,Francis Crick Institute,Hertfordshire,United Kingdom,SWE
2015,Economics,The Sveriges Riksbank Prize in Economic Sciences 2015,"""for his analysis of consumption, poverty, and welfare""",01-Jan,Individual,Angus Deaton,19/10/1945,Edinburgh,United Kingdom,United Kingdom,Male,Princeton University,"Princeton, NJ",United States of America,GBR
2015,Literature,The Nobel Prize in Literature 2015,"""for her polyphonic writings, a monument to suffering and courage in our time""",01-Jan,Individual,Svetlana Alexievich,31/05/1948,Ivano-Frankivsk,Ukraine,Ukraine,Female,NA,NA,NA,UKR
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",01-Apr,Individual,Satoshi Ōmura,12/07/1935,Yamanashi Prefecture,Japan,Japan,Male,Kitasato University,Tokyo,Japan,JPN
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",01-Apr,Individual,William C. Campbell,28/06/1930,Ramelton,Ireland,Ireland,Male,Drew University,"Madison, NJ",United States of America,IRL
2015,Medicine,The Nobel Prize in Physiology or Medicine 2015,"""for her discoveries concerning a novel therapy against Malaria""",01-Feb,Individual,Youyou Tu,30/12/1930,Zhejiang Ningbo,China,China,Female,China Academy of Traditional Chinese Medicine,Beijing,China,CHN
